word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,shortFixation.started,fixationCross_2.started,shortFixation.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.0040305000729858875,0.020801200065761805,10.012734099989757,,,,,,,,,229337,001,2025-03-13_17h08.30.093,data_collection,2024.2.4,60.92694243926763,2025-03-13 17h08.36.951863 +0100,
I,1,a,0,0,0,0,0,0,0,10.029465700034052,,,,,10.018634499982,10.029465700034052,12.011102800024673,12.02065429999493,12.063623300055042,16.007852799957618,16.007884399965405,16.024327900027856,,,,,,,,
