word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,shortFixation.started,fixationCross_2.started,shortFixation.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,fixation.stopped,rest.started,placeholder_image.started,rest.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.003078300040215254,0.01754830009303987,10.009415799984708,,,,,,,,,,,,,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
I,1,a,0,0,0,0,0,0,0,10.037447300041094,,,,,10.03301339992322,10.037447300041094,12.00793240009807,12.014371199999005,12.056634400039911,16.00457950006239,16.00462769996375,16.02116549992934,52.0082966000773,52.008328000083566,52.04324920009822,60.00181849999353,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
More,2,b,1,1,0,0,1,1,1,60.018213300034404,,,,,60.00196600006893,60.018213300034404,62.01683810004033,62.022708100033924,62.03330329991877,66.01332139992155,66.01337080006488,66.03008219995536,102.00064380001277,102.00067609990947,102.0171330999583,110.01073769992217,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
What,3,c,2,2,0,0,2,2,2,110.02721070009284,,,,,110.01097039994784,110.02721070009284,112.00868400000036,112.01385749992914,112.0252592000179,116.00563309993595,116.00573169998825,116.02222030004486,152.00911400001496,152.00916219991632,152.02615609997883,160.00275729992427,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
Who,4,d,3,3,0,0,3,3,3,160.01946850004606,,,,,160.00289890007116,160.01946850004606,162.00124510005116,162.00504299998283,162.01779450010508,166.01468700007536,166.01473430008627,166.03121110005304,202.00172329996713,202.00175189995207,202.0184977001045,210.0117961000651,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
Help,5,e,4,4,0,0,4,4,4,210.0282387000043,,,,,210.0119312000461,210.0282387000043,212.01007180009037,212.01617159997113,212.02673049992882,216.006958700018,216.00700769992545,216.023268799996,252.01065300009213,252.01069639995694,252.02707460010424,260.0039399000816,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
You,6,f,5,5,0,0,5,5,5,260.02055440004915,,,,,260.0040971999988,260.02055440004915,262.00235399999656,262.0082900999114,262.019174200017,266.01587460003793,266.0159046999179,266.0322432999965,302.00295350002125,302.0030193000566,302.01939089992084,310.0129082999192,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
Want,7,g,6,6,0,0,6,6,6,310.0295651999768,,,,,310.01304850005545,310.0295651999768,312.01130490005016,312.0147391001228,312.027598900022,316.0078280000016,316.00786569993943,316.02459160005674,352.0116856000386,352.0117377000861,352.0281966999173,360.0051488999743,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
When,8,h,7,7,0,0,7,7,7,360.0216957000084,,,,,360.0053383000195,360.0216957000084,362.0036067001056,362.01026870007627,362.0199730999302,366.01699610007927,366.01702739996836,366.0334314000793,402.0037742999848,402.00382150011137,402.0206615999341,410.014442200074,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
On,9,i,8,8,0,0,8,8,8,410.03065950004384,,,,,410.01462149992585,410.03065950004384,412.01238119998015,412.02278609992936,412.0290306999814,416.00911809992976,416.0091665999498,416.02592659997754,452.0129074000288,452.0129682999104,452.0293328000698,460.0063368000556,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
Stop,10,j,9,9,0,0,9,9,9,460.0229446000885,,,,,460.006515200017,460.0229446000885,462.00469890004024,462.0090668001212,462.0211970000528,466.00129560008645,466.00132889999077,466.0177911000792,502.0051440000534,502.0051766000688,502.0218259000685,510.01519720000215,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
Yes,11,k,10,10,0,0,10,10,10,510.03175069997087,,,,,510.01536360010505,510.03175069997087,512.0137183000334,512.0192223999184,512.0302035999484,516.0103398999199,516.0103680000175,516.0269319999497,552.0143325999379,552.014399799984,552.0305528999306,560.0075113999192,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
Do,12,l,11,11,0,0,11,11,11,560.024010400055,,,,,560.0076457001269,560.024010400055,562.0058768999297,562.0121639000718,562.0224051999394,566.0025776000693,566.002617200138,566.0190201001242,602.0063247000799,602.0063587001059,602.0227075999137,610.0163255000953,036959,001,2025-03-11_14h30.18.309,data_collection,2024.2.4,60.027108224871476,2025-03-11 14h30.24.761888 +0100,
Where,13,m,12,12,0,0,12,12,12,610.0327638001181,,,,,610.0164753000718,610.0327638001181,612.0148064999375,612.0215704999864,612.0312946001068,616.0116328001022,616.0116632001009,616.0279868000653,,,,,,,,,,,,
