word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,shortFixation.started,fixationCross_2.started,shortFixation.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.0038654999807476997,0.022171800024807453,10.013931400026195,,,,,,,,,910362,001,2025-03-10_17h39.39.799,data_collection,2024.2.4,59.96444109489881,2025-03-10 17h39.55.384680 +0100,
I,1,a,0,0,0,0,0,0,0,10.03038390004076,,,,,10.019786400021985,10.03038390004076,12.012234700028785,12.017638600082137,12.059706300031394,16.009250800008886,16.009304300067015,16.025778500013985,,,,,,,,
