word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.006101000006310642,0.01484350000100676,10.006018200001563,,,,,,487328,001,2025-02-27_12h59.08.203,data_collection,2024.2.4,None,2025-02-27 12h59.17.708503 +0100,
I,1,a,0,0,0,0,0,0,0,10.066353700007312,,,,,10.01975950000633,10.066353700007312,14.00296930001059,14.00299970000924,14.019559699998354,,,,,,,,
