word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,fixation.stopped,rest.started,rest.stopped,wordDisplayText.stopped,fixationCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Stop,10,j,9,9,0,0,9,9,9,108.03632849967107,,,,,108.02142469957471,109.00649499986321,112.99856529990211,112.99859609967098,113.01247199997306,119.01553989993408,119.01561359968036,119.01608600001782,113.01247199997306,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
Yes,11,k,10,10,0,0,10,10,10,119.03753439988941,,,,,119.03203819971532,120.00527670001611,123.9890298997052,123.98906959965825,124.00207949988544,130.0014422996901,130.0016512996517,130.00440019974485,124.00207949988544,130.0168447997421,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
Do,12,l,11,11,0,0,11,11,11,130.0168447997421,,,,,130.01038719993085,131.00478539988399,135.0050752996467,135.00519149983302,135.02964849956334,141.00236299959943,141.00243529956788,141.00386059982702,,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
Where,13,m,12,12,0,0,12,12,12,141.016990899574,,,,,141.0092087998055,142.014308499638,146.00792229967192,146.00805609999225,146.02275059977546,152.00999799976125,152.01011949963868,152.01499089971185,,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
In,14,n,13,13,0,0,13,13,13,152.04425239982083,,,,,152.02965579973534,153.0262223999016,157.0132428999059,157.01333169965073,157.02674429956824,163.01282419962808,163.0131010999903,163.0138137997128,,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
Give,15,o,14,14,0,0,14,14,14,163.3840180998668,,,,,163.3696410995908,164.00894819991663,167.9998955996707,167.99992709979415,168.01954789971933,174.02116719959304,174.02124869963154,174.02178919967264,168.01954789971933,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
No,16,p,15,15,0,0,15,15,15,174.0432221996598,,,,,174.03828589990735,175.0107507999055,179.0004003997892,179.00043299980462,179.01217929972336,185.002203699667,185.00223729992285,185.00270679965615,179.01217929972336,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
Put,17,q,16,16,0,0,16,16,16,185.01883749989793,,,,,185.0107804997824,186.0037043998018,190.00106719974428,190.00110269989818,190.0145330997184,196.00997549993917,196.0100228996016,196.0105069996789,,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
Why,18,r,17,17,0,0,17,17,17,196.034877799917,,,,,196.02154729980975,197.00919389957562,201.00939749972895,201.0094540999271,201.02275359956548,207.00190479960293,207.00195720000193,207.0025801998563,,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
Get,19,s,18,18,0,0,18,18,18,207.02037889976054,,,,,207.00809459993616,208.0000039995648,211.98527349997312,211.9853018997237,212.0006585996598,217.99216549983248,217.9921994996257,217.99251689994708,212.0006585996598,218.0087170000188,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
Come,20,t,19,19,0,0,19,19,19,218.0087170000188,,,,,218.0006102998741,219.00718999980018,222.99461489962414,222.99480059975758,223.00987169984728,229.00549659971148,229.005566699896,229.00610649958253,223.00987169984728,,571154,001,2025-02-20_14h55.31.508,data_collection,2024.2.4,None,2025-02-20 14h55.47.727515 +0100,
