word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,shortFixation.started,fixationCross_2.started,shortFixation.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.07131729999991876,0.09990609999999833,10.010214800000085,,,,,,,,,711855,001,2025-04-28_20h27.46.642,data_collection,2024.2.4,None,2025-04-28 20h28.14.186122 +0200,
I,1,a,0,0,0,0,0,0,0,10.04927070000008,,,,,10.036448699999937,10.04927070000008,12.011529599999903,12.03760740000007,12.259469000000081,16.004955999999993,16.005017599999974,16.021596300000056,,,,,,,,
