11.3211 	INFO 	Loaded monitor calibration from ['2025_02_20 13:57']
11.3352 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
12.7445 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015AA0B52290>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015AA0B52230>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000015AA0D1F7C0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.7446 	EXP 	window1: backgroundImage = ''
12.7446 	EXP 	window1: backgroundFit = 'none'
12.9287 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
12.9288 	EXP 	window1: recordFrameIntervals = False
13.0907 	EXP 	window1: recordFrameIntervals = True
13.7597 	WARNING 	t of last frame was 20.19ms (=1/49)
13.8934 	WARNING 	t of last frame was 20.42ms (=1/48)
14.7556 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.2065 	INFO 	keyboard.Keyboard is using iohub backend.
17.2065 	EXP 	data_collection: status = STARTED
17.2810 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Adjustment Period', units='height', win=Window(...), wrapWidth=1)
17.2865 	EXP 	Created fixationCross_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixationCross_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='x', units='height', win=Window(...), wrapWidth=1)
17.3184 	EXP 	Created wordDisplayText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='wordDisplayText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.3231 	EXP 	Created fixationCross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixationCross', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
17.3270 	EXP 	Created placeholder_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='blank.png', interpolate=True, mask=None, maskParams=None, name='placeholder_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
0.0134 	EXP 	text: autoDraw = True
1.3119 	WARNING 	t of last frame was 20.05ms (=1/49)
1.3788 	WARNING 	t of last frame was 20.23ms (=1/49)
1.9293 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
10.0075 	EXP 	Imported words.csv as conditions, 20 conditions, 3 params
10.0079 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'I', 'marker': 1, 'keybind': 'a', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
10.0212 	EXP 	text: autoDraw = False
10.0212 	EXP 	fixationCross_2: autoDraw = True
12.0376 	EXP 	fixationCross_2: autoDraw = False
12.0376 	EXP 	wordDisplayText: height = 0.05
12.0376 	EXP 	wordDisplayText: height = 0.05
12.0376 	EXP 	wordDisplayText: height = 0.05
12.0376 	EXP 	wordDisplayText: text = 'Help'
12.0376 	EXP 	wordDisplayText: autoDraw = True
16.0322 	EXP 	wordDisplayText: autoDraw = False
16.0322 	EXP 	fixationCross: autoDraw = True
52.0463 	EXP 	fixationCross: autoDraw = False
52.0463 	EXP 	placeholder_image: autoDraw = True
60.0128 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'More', 'marker': 2, 'keybind': 'b', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
60.0297 	EXP 	placeholder_image: autoDraw = False
60.0297 	EXP 	fixationCross_2: autoDraw = True
62.0295 	EXP 	fixationCross_2: autoDraw = False
62.0295 	EXP 	wordDisplayText: height = 0.05
62.0295 	EXP 	wordDisplayText: height = 0.05
62.0295 	EXP 	wordDisplayText: height = 0.05
62.0295 	EXP 	wordDisplayText: text = 'Give'
62.0295 	EXP 	wordDisplayText: autoDraw = True
66.0249 	EXP 	wordDisplayText: autoDraw = False
66.0249 	EXP 	fixationCross: autoDraw = True
102.0262 	EXP 	fixationCross: autoDraw = False
102.0262 	EXP 	placeholder_image: autoDraw = True
110.0055 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'What', 'marker': 3, 'keybind': 'c', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
110.0192 	EXP 	placeholder_image: autoDraw = False
110.0192 	EXP 	fixationCross_2: autoDraw = True
112.0179 	EXP 	fixationCross_2: autoDraw = False
112.0179 	EXP 	wordDisplayText: height = 0.05
112.0179 	EXP 	wordDisplayText: height = 0.05
112.0179 	EXP 	wordDisplayText: height = 0.05
112.0179 	EXP 	wordDisplayText: text = 'No'
112.0179 	EXP 	wordDisplayText: autoDraw = True
116.0146 	EXP 	wordDisplayText: autoDraw = False
116.0146 	EXP 	fixationCross: autoDraw = True
152.0181 	EXP 	fixationCross: autoDraw = False
152.0181 	EXP 	placeholder_image: autoDraw = True
160.0117 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'word': 'Who', 'marker': 4, 'keybind': 'd', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
160.0282 	EXP 	placeholder_image: autoDraw = False
160.0282 	EXP 	fixationCross_2: autoDraw = True
162.0298 	EXP 	fixationCross_2: autoDraw = False
162.0298 	EXP 	wordDisplayText: height = 0.05
162.0298 	EXP 	wordDisplayText: height = 0.05
162.0298 	EXP 	wordDisplayText: height = 0.05
162.0298 	EXP 	wordDisplayText: text = 'Stop'
162.0298 	EXP 	wordDisplayText: autoDraw = True
166.0256 	EXP 	wordDisplayText: autoDraw = False
166.0256 	EXP 	fixationCross: autoDraw = True
202.0272 	EXP 	fixationCross: autoDraw = False
202.0272 	EXP 	placeholder_image: autoDraw = True
210.0043 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'word': 'Help', 'marker': 5, 'keybind': 'e', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
210.0231 	EXP 	placeholder_image: autoDraw = False
210.0231 	EXP 	fixationCross_2: autoDraw = True
212.0207 	EXP 	fixationCross_2: autoDraw = False
212.0207 	EXP 	wordDisplayText: height = 0.05
212.0207 	EXP 	wordDisplayText: height = 0.05
212.0207 	EXP 	wordDisplayText: height = 0.05
212.0207 	EXP 	wordDisplayText: text = 'Who'
212.0207 	EXP 	wordDisplayText: autoDraw = True
216.0156 	EXP 	wordDisplayText: autoDraw = False
216.0156 	EXP 	fixationCross: autoDraw = True
252.0197 	EXP 	fixationCross: autoDraw = False
252.0197 	EXP 	placeholder_image: autoDraw = True
260.0129 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'word': 'You', 'marker': 6, 'keybind': 'f', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
260.0294 	EXP 	placeholder_image: autoDraw = False
260.0294 	EXP 	fixationCross_2: autoDraw = True
262.0317 	EXP 	fixationCross_2: autoDraw = False
262.0317 	EXP 	wordDisplayText: height = 0.05
262.0317 	EXP 	wordDisplayText: height = 0.05
262.0317 	EXP 	wordDisplayText: height = 0.05
262.0317 	EXP 	wordDisplayText: text = 'More'
