word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.13432969999848865,0.1427613999985624,10.01042409997899,,,,,,480234,001,2025-02-26_16h03.33.043,data_collection,2024.2.4,60.05861721276432,2025-02-26 16h03.40.647758 +0100,
I,1,a,0,0,0,0,0,0,0,10.02690139997867,,,,,10.02104509997298,10.02690139997867,14.01079000000027,14.010824199998751,14.02798199999961,,,,,,,,
