word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,fixation.stopped,rest.started,rest.stopped,wordDisplayText.stopped,fixationCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.0022180001251399517,0.0051889000460505486,10.001897600013763,,,,,,,,,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
I,1,a,0,0,0,0,0,0,0,10.02823709975928,,,,,10.024404400028288,10.02823709975928,14.015154699794948,14.015239499974996,14.031903400085866,20.010160599835217,20.010218999814242,20.010867999866605,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
More,2,b,1,1,0,0,1,1,1,20.027913100086153,,,,,20.023210799787194,21.009320999961346,25.00605469988659,25.00611439999193,25.0227946001105,31.00123849976808,31.001294599846005,31.001895300112665,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
What,3,c,2,2,0,0,2,2,2,31.020494100172073,,,,,31.01027850015089,31.999887600075454,35.98594579985365,35.98602449987084,35.997871399857104,41.99407160002738,41.994205499999225,41.99804010009393,35.997871399857104,42.1159664997831,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Who,4,d,3,3,0,0,3,3,3,42.1159664997831,,,,,42.10367779992521,43.01013289997354,47.00769829982892,47.0079779997468,47.023828899953514,53.00129219982773,53.001350100152194,53.00189570011571,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Help,5,e,4,4,0,0,4,4,4,53.02696339972317,,,,,53.018494399730116,54.016885799821466,58.01364709995687,58.01368989981711,58.03004419989884,64.01089840009809,64.01121360016987,64.01402550004423,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
You,6,f,5,5,0,0,5,5,5,64.04826280009001,,,,,64.03747509978712,65.0093243997544,69.00329420017079,69.00333910016343,69.02235860005021,75.01512739993632,75.01523419981822,75.01589959999546,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Want,7,g,6,6,0,0,6,6,6,75.0327566000633,,,,,75.02206029975787,76.01410540007055,80.01105749979615,80.01114320009947,80.0277348998934,86.00616559991613,86.00625510001555,86.00679320003837,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
When,8,h,7,7,0,0,7,7,7,86.02219669986516,,,,,86.0157042001374,87.00520099978894,91.00194650003687,91.00202069990337,91.01868239976466,97.01579409977421,97.01585259987041,97.01635990012437,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
On,9,i,8,8,0,0,8,8,8,97.04319009976462,,,,,97.03261089976877,98.01556379999965,102.0096876998432,102.00974449981004,102.02606680011377,108.0070613999851,108.0071267997846,108.00762660009786,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Stop,10,j,9,9,0,0,9,9,9,108.03285929979756,,,,,108.02220939984545,109.003470600117,113.00069150002673,113.00076310010627,113.01718859979883,119.01234060013667,119.01238150009885,119.0129706999287,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Yes,11,k,10,10,0,0,10,10,10,119.04063049983233,,,,,119.03253399999812,120.0113225998357,124.0082543999888,124.00830909982324,124.02489859983325,130.00318240001798,130.00323300017044,130.00385939981788,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Do,12,l,11,11,0,0,11,11,11,130.02009249990806,,,,,130.01318580005318,131.00243799993768,134.99993679998443,135.00000640004873,135.01564029976726,141.00013910001144,141.0001905998215,141.000625600107,135.01564029976726,141.0388763998635,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Where,13,m,12,12,0,0,12,12,12,141.0388763998635,,,,,141.02836220012978,142.0100428997539,146.00673709996045,146.00680960016325,146.02335559995845,152.00178280007094,152.0018432000652,152.00242289993912,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
In,14,n,13,13,0,0,13,13,13,152.01978569990024,,,,,152.01686970004812,153.00085050007328,156.99831059994176,156.99833820015192,157.01400810014457,163.00931969983503,163.00936829997227,163.01017169980332,157.01400810014457,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Give,15,o,14,14,0,0,14,14,14,163.0256535001099,,,,,163.01437920005992,164.00834169983864,168.00556330010295,168.00563259981573,168.02182090003043,174.00051199970767,174.00058980006725,174.00117040006444,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
No,16,p,15,15,0,0,15,15,15,174.0189888998866,,,,,174.01651640003547,174.99961319984868,178.9968229001388,178.99685790017247,179.01284059975296,185.0082685998641,185.00833929982036,185.00902940006927,179.01284059975296,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Put,17,q,16,16,0,0,16,16,16,185.02436569985002,,,,,185.01578320004046,186.00718599976972,190.00466379988939,190.00470170006156,190.02067549992353,196.015596000012,196.01563420007005,196.0161071997136,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Why,18,r,17,17,0,0,17,17,17,196.03545289998874,,,,,196.03291659988463,197.0147723001428,201.01166869979352,201.0117391999811,201.0282716997899,207.0068248999305,207.00687779998407,207.00744149973616,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Get,19,s,18,18,0,0,18,18,18,207.02451260015368,,,,,207.02196629997343,208.005728200078,212.00253329984844,212.00263080000877,212.01909229997545,218.01451979996637,218.01457310002297,218.01522279996425,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
Come,20,t,19,19,0,0,19,19,19,218.03331690002233,,,,,218.0310253999196,219.01339760003611,223.01031940011308,223.0103926998563,223.02682190015912,229.00539710000157,229.00546639971435,229.0060455999337,,,875150,001,2025-02-20_14h34.44.509,data_collection,2024.2.4,60.062440913560856,2025-02-20 14h34.49.956599 +0100,
