6.3454 	INFO 	Loaded monitor calibration from ['2025_02_20 13:57']
6.3543 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
7.8633 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017D3C2CAB60>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017D3C2CAB00>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000017D3C4A40D0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.8634 	EXP 	window1: backgroundImage = ''
7.8634 	EXP 	window1: backgroundFit = 'none'
8.0371 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
8.0371 	EXP 	window1: recordFrameIntervals = False
8.2048 	EXP 	window1: recordFrameIntervals = True
8.5525 	EXP 	Screen (1) actual frame rate measured at 60.31Hz
8.5526 	EXP 	window1: recordFrameIntervals = False
11.2825 	INFO 	keyboard.Keyboard is using iohub backend.
11.2825 	EXP 	data_collection: status = STARTED
11.3584 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Ajustment Period', units='height', win=Window(...), wrapWidth=1)
11.3849 	EXP 	Created wordDisplayText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='wordDisplayText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.3903 	EXP 	Created fixationCross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixationCross', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
11.3944 	EXP 	Created placeholder_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='blank.png', interpolate=True, mask=None, maskParams=None, name='placeholder_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
0.0249 	EXP 	text: autoDraw = True
10.0113 	EXP 	Imported words.csv as conditions, 20 conditions, 3 params
10.0118 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'I', 'marker': 1, 'keybind': 'a', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
10.0429 	EXP 	text: autoDraw = False
10.0429 	EXP 	wordDisplayText: height = 0.05
10.0429 	EXP 	wordDisplayText: height = 0.05
10.0429 	EXP 	wordDisplayText: height = 0.05
10.0429 	EXP 	wordDisplayText: text = 'Want'
10.0429 	EXP 	wordDisplayText: autoDraw = True
14.0319 	EXP 	wordDisplayText: autoDraw = False
14.0319 	EXP 	fixationCross: autoDraw = True
50.0673 	EXP 	fixationCross: autoDraw = False
50.0673 	EXP 	placeholder_image: autoDraw = True
58.0119 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'More', 'marker': 2, 'keybind': 'b', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
58.0299 	EXP 	placeholder_image: autoDraw = False
58.0299 	EXP 	wordDisplayText: height = 0.05
58.0299 	EXP 	wordDisplayText: height = 0.05
58.0299 	EXP 	wordDisplayText: height = 0.05
58.0299 	EXP 	wordDisplayText: text = 'Why'
58.0299 	EXP 	wordDisplayText: autoDraw = True
62.0275 	EXP 	wordDisplayText: autoDraw = False
62.0275 	EXP 	fixationCross: autoDraw = True
98.0306 	EXP 	fixationCross: autoDraw = False
98.0306 	EXP 	placeholder_image: autoDraw = True
106.0071 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'What', 'marker': 3, 'keybind': 'c', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
106.0233 	EXP 	placeholder_image: autoDraw = False
106.0233 	EXP 	wordDisplayText: height = 0.05
106.0233 	EXP 	wordDisplayText: height = 0.05
106.0233 	EXP 	wordDisplayText: height = 0.05
106.0233 	EXP 	wordDisplayText: text = 'Stop'
106.0233 	EXP 	wordDisplayText: autoDraw = True
110.0208 	EXP 	wordDisplayText: autoDraw = False
110.0208 	EXP 	fixationCross: autoDraw = True
146.0228 	EXP 	fixationCross: autoDraw = False
146.0228 	EXP 	placeholder_image: autoDraw = True
154.0165 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'word': 'Who', 'marker': 4, 'keybind': 'd', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
154.0322 	EXP 	placeholder_image: autoDraw = False
154.0322 	EXP 	wordDisplayText: height = 0.05
154.0322 	EXP 	wordDisplayText: height = 0.05
154.0322 	EXP 	wordDisplayText: height = 0.05
154.0322 	EXP 	wordDisplayText: text = 'Give'
154.0322 	EXP 	wordDisplayText: autoDraw = True
158.0289 	EXP 	wordDisplayText: autoDraw = False
158.0289 	EXP 	fixationCross: autoDraw = True
194.0358 	EXP 	fixationCross: autoDraw = False
194.0358 	EXP 	placeholder_image: autoDraw = True
202.0101 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'word': 'Help', 'marker': 5, 'keybind': 'e', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
202.0257 	EXP 	placeholder_image: autoDraw = False
202.0257 	EXP 	wordDisplayText: height = 0.05
202.0257 	EXP 	wordDisplayText: height = 0.05
202.0257 	EXP 	wordDisplayText: height = 0.05
202.0257 	EXP 	wordDisplayText: text = 'Yes'
202.0257 	EXP 	wordDisplayText: autoDraw = True
206.0229 	EXP 	wordDisplayText: autoDraw = False
206.0229 	EXP 	fixationCross: autoDraw = True
242.0260 	EXP 	fixationCross: autoDraw = False
242.0260 	EXP 	placeholder_image: autoDraw = True
250.0041 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'word': 'You', 'marker': 6, 'keybind': 'f', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
250.0195 	EXP 	placeholder_image: autoDraw = False
250.0195 	EXP 	wordDisplayText: height = 0.05
250.0195 	EXP 	wordDisplayText: height = 0.05
250.0195 	EXP 	wordDisplayText: height = 0.05
250.0195 	EXP 	wordDisplayText: text = 'What'
250.0195 	EXP 	wordDisplayText: autoDraw = True
254.0167 	EXP 	wordDisplayText: autoDraw = False
254.0167 	EXP 	fixationCross: autoDraw = True
290.0199 	EXP 	fixationCross: autoDraw = False
290.0199 	EXP 	placeholder_image: autoDraw = True
298.0136 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'word': 'Want', 'marker': 7, 'keybind': 'g', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
298.0310 	EXP 	placeholder_image: autoDraw = False
298.0310 	EXP 	wordDisplayText: height = 0.05
298.0310 	EXP 	wordDisplayText: height = 0.05
298.0310 	EXP 	wordDisplayText: height = 0.05
298.0310 	EXP 	wordDisplayText: text = 'When'
298.0310 	EXP 	wordDisplayText: autoDraw = True
302.0280 	EXP 	wordDisplayText: autoDraw = False
302.0280 	EXP 	fixationCross: autoDraw = True
338.0313 	EXP 	fixationCross: autoDraw = False
338.0313 	EXP 	placeholder_image: autoDraw = True
346.0076 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'word': 'When', 'marker': 8, 'keybind': 'h', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
346.0248 	EXP 	placeholder_image: autoDraw = False
346.0248 	EXP 	wordDisplayText: height = 0.05
346.0248 	EXP 	wordDisplayText: height = 0.05
346.0248 	EXP 	wordDisplayText: height = 0.05
346.0248 	EXP 	wordDisplayText: text = 'You'
346.0248 	EXP 	wordDisplayText: autoDraw = True
350.0230 	EXP 	wordDisplayText: autoDraw = False
350.0230 	EXP 	fixationCross: autoDraw = True
386.0253 	EXP 	fixationCross: autoDraw = False
386.0253 	EXP 	placeholder_image: autoDraw = True
