word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,fixation.stopped,rest.started,rest.stopped,wordDisplayText.stopped,fixationCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.0035439000002952525,0.019647700000405166,10.01309880000008,,,,,,,,,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
I,1,a,0,0,0,0,0,0,0,10.033578300000045,,,,,10.024841700000252,10.033578300000045,14.00985460000038,14.00989750000008,14.024023200000101,50.0111766,50.011213000000225,50.01164510000035,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
More,2,b,1,1,0,0,1,1,1,50.02792240000008,,,,,50.016859300000306,57.00555350000013,61.00205679999999,61.00210520000019,61.01872020000019,97.00835400000005,97.00839000000042,97.0088496000003,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
What,3,c,2,2,0,0,2,2,2,97.02250260000028,,,,,97.01205070000015,104.00044500000013,107.99753750000036,107.9975728000004,108.01580039999999,144.0031928000003,144.00323490000028,144.0036513,108.01580039999999,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Who,4,d,3,3,0,0,3,3,3,144.0172220000004,,,,,144.0097920000003,151.01128300000028,155.01049590000002,155.01053460000003,155.02466000000004,191.0125081000001,191.0125651000003,191.01313500000015,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Help,5,e,4,4,0,0,4,4,4,191.03202500000043,,,,,191.02036940000016,198.0063114000004,202.00326189999987,202.00330179999992,202.0234935000003,238.0068624999999,238.0069096000002,238.0073857000002,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
You,6,f,5,5,0,0,5,5,5,238.02347260000033,,,,,238.01119640000024,245.0030638000003,248.99856279999995,248.99859220000008,249.0146746000005,285.0017149999999,285.0017633000002,285.0021694000002,249.0146746000005,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Want,7,g,6,6,0,0,6,6,6,285.0215122000004,,,,,285.00747009999986,292.0122630999999,296.0096266000005,296.0096659000005,296.0254273000005,332.0136365000003,332.0137073000001,332.0146072000002,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
When,8,h,7,7,0,0,7,7,7,332.03239560000065,,,,,332.01928799999996,339.0112439999998,343.00380129999985,343.0038457000005,343.0201839000006,379.00730729999987,379.0073419000005,379.00776050000013,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
On,9,i,8,8,0,0,8,8,8,379.02396220000037,,,,,379.01192350000065,386.00182110000014,389.98490340000035,389.9849429000001,389.9983717,425.9861100000003,425.98614860000043,425.9865435000006,389.9983717,426.0026031000002,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Stop,10,j,9,9,0,0,9,9,9,426.0026031000002,,,,,425.99073780000026,433.0134118000001,437.0122604000003,437.01231039999993,437.0263137000006,473.0138300000003,473.01387230000046,473.01430389999996,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Yes,11,k,10,10,0,0,10,10,10,473.0302819000003,,,,,473.02301339999985,480.0079836,483.99125760000015,483.9912903999998,484.0046433000002,519.9927688000002,519.9927982000004,519.9930987000002,484.0046433000002,520.0083657999999,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Do,12,l,11,11,0,0,11,11,11,520.0083657999999,,,,,519.9988975000001,527.0023980000001,530.9854995999999,530.9855360000006,530.9991224999999,566.9870015000001,566.9870360999998,566.9874082000001,530.9991224999999,567.0028916000006,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Where,13,m,12,12,0,0,12,12,12,567.0028916000006,,,,,566.993113,574.0142867,578.0108332000004,578.0108774000005,578.0273239000003,614.0166909000004,614.0167551,614.0171993999998,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
In,14,n,13,13,0,0,13,13,13,614.0310155000002,,,,,614.0214139000004,621.0087397000002,625.0075713000001,625.0076165000005,625.0243550999999,661.0090174000002,661.0090611,661.0095622000003,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Give,15,o,14,14,0,0,14,14,14,661.0257969999998,,,,,661.0165818999999,668.0048502000004,672.0005188,672.0005629000002,672.0194053,708.0037434000001,708.0037986000002,708.0042489000002,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
No,16,p,15,15,0,0,15,15,15,708.0202626000005,,,,,708.0086193000002,715.0147244000004,718.9988325999998,718.9988637000001,719.0116338000003,754.9989829000001,754.9990170000005,754.9993673000004,719.0116338000003,755.0151686000004,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Put,17,q,16,16,0,0,16,16,16,755.0151686000004,,,,,755.0050536000003,762.0095923000003,765.9926002000007,765.9926394999998,766.0060204000006,801.9940429000003,801.9940853000003,801.9944383000006,766.0060204000006,802.0098836000002,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Why,18,r,17,17,0,0,17,17,17,802.0098836000002,,,,,802.0013346999999,809.0067782000001,813.0039657000002,813.0040027,813.0177706,849.0050470000001,849.0051106000005,849.0056797000002,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Get,19,s,18,18,0,0,18,18,18,849.0215729000006,,,,,849.0112279999998,855.9989078000003,859.9820854000004,859.9821218000002,860.0124221000001,896.0016504999999,896.0016844000006,896.0020968000003,859.9956462000005,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
Come,20,t,19,19,0,0,19,19,19,896.0161287000005,,,,,896.0079052000006,903.0103586,907.0071112999999,907.0071546000004,907.0235171999998,943.0111323000006,943.0112461000003,943.0118131000004,,,846724,001,2025-02-26_19h20.30.065,data_collection,2024.2.4,59.974942468986534,2025-02-26 19h20.35.704318 +0100,
