word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,shortFixation.started,fixationCross_2.started,shortFixation.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.0034181999508291483,0.020030900021083653,10.012553800013848,,,,,,,,,859232,001,2025-03-06_17h33.54.774,data_collection,2024.2.4,60.19132415631806,2025-03-06 17h33.59.769959 +0100,
I,1,a,0,0,0,0,0,0,0,10.02908170002047,,,,,10.018175599980168,10.02908170002047,12.010786199942231,12.016646499978378,12.027095100027509,16.00737589993514,16.007408599951304,16.02381519996561,,,,,,,,
