word,marker,keybind,thisN,thisTrialN,thisRepN,wordPromptLoop.thisRepN,wordPromptLoop.thisTrialN,wordPromptLoop.thisN,wordPromptLoop.thisIndex,thisRow.t,notes,adjustment.started,text.started,adjustment.stopped,shortFixation.started,fixationCross_2.started,shortFixation.stopped,wordDisplay.started,wordDisplayText.started,wordDisplay.stopped,fixation.started,fixationCross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.0031159999780356884,0.01836310001090169,10.010619400069118,,,,,,,,,227100,001,2025-03-12_14h26.06.165,data_collection,2024.2.4,60.113783339742994,2025-03-12 14h26.11.524929 +0100,
I,1,a,0,0,0,0,0,0,0,10.027065300149843,,,,,10.017547900089994,10.027065300149843,12.008609400130808,12.016766800079495,12.026179800042883,16.00565790012479,16.0056894000154,16.022235700162128,,,,,,,,
