11.2061 	INFO 	Loaded monitor calibration from ['2025_02_20 13:57']
11.2185 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
12.5705 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BF7AC162C0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BF7AC16260>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BF7ADDF7F0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.5705 	EXP 	window1: backgroundImage = ''
12.5706 	EXP 	window1: backgroundFit = 'none'
12.7411 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
12.7411 	EXP 	window1: recordFrameIntervals = False
12.9042 	EXP 	window1: recordFrameIntervals = True
14.5715 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.0149 	INFO 	keyboard.Keyboard is using iohub backend.
17.0150 	EXP 	data_collection: status = STARTED
17.1123 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Adjustment Period', units='height', win=Window(...), wrapWidth=1)
17.1220 	EXP 	Created fixationCross_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixationCross_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='x', units='height', win=Window(...), wrapWidth=1)
17.1543 	EXP 	Created wordDisplayText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='wordDisplayText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.1598 	EXP 	Created fixationCross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixationCross', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
17.1641 	EXP 	Created placeholder_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='blank.png', interpolate=True, mask=None, maskParams=None, name='placeholder_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
0.0229 	EXP 	text: autoDraw = True
0.3730 	WARNING 	t of last frame was 20.35ms (=1/49)
2.8667 	WARNING 	t of last frame was 32.53ms (=1/30)
3.0545 	WARNING 	t of last frame was 20.64ms (=1/48)
3.2373 	WARNING 	t of last frame was 20.65ms (=1/48)
3.3041 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
10.0199 	EXP 	Imported words.csv as conditions, 20 conditions, 3 params
10.0202 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'I', 'marker': 1, 'keybind': 'a', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
10.0281 	EXP 	text: autoDraw = False
10.0281 	EXP 	fixationCross_2: autoDraw = True
12.0337 	EXP 	fixationCross_2: autoDraw = False
12.0337 	EXP 	wordDisplayText: height = 0.05
12.0337 	EXP 	wordDisplayText: height = 0.05
12.0337 	EXP 	wordDisplayText: height = 0.05
12.0337 	EXP 	wordDisplayText: text = 'When'
12.0337 	EXP 	wordDisplayText: autoDraw = True
16.0231 	EXP 	wordDisplayText: autoDraw = False
16.0231 	EXP 	fixationCross: autoDraw = True
52.0654 	EXP 	fixationCross: autoDraw = False
52.0654 	EXP 	placeholder_image: autoDraw = True
60.0037 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'More', 'marker': 2, 'keybind': 'b', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
60.0230 	EXP 	placeholder_image: autoDraw = False
60.0230 	EXP 	fixationCross_2: autoDraw = True
62.0186 	EXP 	fixationCross_2: autoDraw = False
62.0186 	EXP 	wordDisplayText: height = 0.05
62.0186 	EXP 	wordDisplayText: height = 0.05
62.0186 	EXP 	wordDisplayText: height = 0.05
62.0186 	EXP 	wordDisplayText: text = 'Stop'
62.0186 	EXP 	wordDisplayText: autoDraw = True
66.0319 	EXP 	wordDisplayText: autoDraw = False
66.0319 	EXP 	fixationCross: autoDraw = True
102.0188 	EXP 	fixationCross: autoDraw = False
102.0188 	EXP 	placeholder_image: autoDraw = True
110.0155 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'What', 'marker': 3, 'keybind': 'c', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
110.0314 	EXP 	placeholder_image: autoDraw = False
110.0314 	EXP 	fixationCross_2: autoDraw = True
112.0276 	EXP 	fixationCross_2: autoDraw = False
112.0276 	EXP 	wordDisplayText: height = 0.05
112.0276 	EXP 	wordDisplayText: height = 0.05
112.0276 	EXP 	wordDisplayText: height = 0.05
112.0276 	EXP 	wordDisplayText: text = 'No'
112.0276 	EXP 	wordDisplayText: autoDraw = True
